Country,Baseline.Num,Baseline.FT,Intervention.Num,Intervention.FT,Baseline.Rate,Intervention.Rate,site,age
Kenya,0,12,3,20.9753424657534,0,0.143025078369906,74,5-14
Kenya,47,12,95,21.041095890411,3.91666666666667,4.51497395833332,80,5-14
Kenya,0,12,3,20.9753424657534,0,0.143025078369906,82,5-14
Kenya,5,12,5,20.7123287671233,0.416666666666667,0.241402116402116,88,5-14
Kenya,5,12,15,21.041095890411,0.416666666666667,0.712890624999999,96,5-14
Kenya,2,12,1,21.041095890411,0.166666666666667,0.0475260416666666,100,5-14
Kenya,0,12,3,21.041095890411,0,0.142578125,109,5-14
Kenya,4,12,3,20.5479452054795,0.333333333333333,0.146,111,5-14
Kenya,0,12,1,20.9424657534247,0,0.0477498691784405,117,5-14
Kenya,4,12,2,21.041095890411,0.333333333333333,0.0950520833333331,119,5-14
Kenya,0,12,2,21.0082191780822,0,0.0952008346374543,120,5-14
Kenya,1,12,0,21.0082191780822,0.0833333333333333,0,121,5-14
Kenya,1,12,8,21.0082191780822,0.0833333333333333,0.380803338549817,126,5-14
Kenya,0,12,6,21.0082191780822,0,0.285602503912363,142,5-14
Kenya,4,12,0,20.7452054794521,0.333333333333333,0,145,5-14
Lesotho,1,12,3,18.9369863013699,0.0833333333333333,0.158420138888889,3,5-14
Lesotho,0,12,0,18.8712328767123,0,0,39,5-14
Lesotho,2,12,1,18.6082191780822,0.166666666666667,0.0537396937573616,69,5-14
Lesotho,0,12,0,18.5095890410959,0,0,78,5-14
Lesotho,0,12,2,17.786301369863,0,0.112446087492298,81,5-14
Lesotho,3,12,4,18.9698630136986,0.25,0.210860774119007,83,5-14
Lesotho,6,12,13,18.5095890410959,0.5,0.702338661930136,85,5-14
Lesotho,9,12,10,18.8383561643836,0.75,0.530831878999417,89,5-14
Lesotho,2,12,0,18.5095890410959,0.166666666666667,0,90,5-14
Lesotho,3,12,4,18.8383561643836,0.25,0.212332751599767,92,5-14
Lesotho,1,12,2,16.7013698630137,0.0833333333333333,0.119750656167979,93,5-14
Lesotho,2,12,0,18.9698630136986,0.166666666666667,0,102,5-14
Lesotho,28,12,6,18.9041095890411,2.33333333333333,0.317391304347826,114,5-14
Lesotho,0,12,1,17.8191780821918,0,0.0561193111931119,122,5-14
Lesotho,2,12,2,18.6082191780822,0.166666666666667,0.107479387514723,124,5-14
Lesotho,9,12,11,18.5095890410959,0.75,0.59428656009473,125,5-14
Lesotho,2,12,1,17.1287671232877,0.166666666666667,0.0583813179782469,127,5-14
Lesotho,4,12,1,18.4109589041096,0.333333333333333,0.0543154761904762,131,5-14
Lesotho,4,12,5,18.2794520547945,0.333333333333333,0.273531175059952,141,5-14
Malawi,4,12,24,23.9342465753425,0.333333333333333,1.00274725274725,1,5-14
